web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654879139-380","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","Audi A6 Avant 3.0 TDI Pro Line PlusLichtmetalen velgen, Sportonderstel, Sportstoelen, Dodehoekdetectie, Parkeerhulp met camera, Adaptieve Cruise Control, Elektrische achterklep, Regensensor","https://www.autoscout24.nl/aanbod/audi-a6-avant-3-0-tdi-pro-line-plus-diesel-blauw-4be04208-51c7-4978-8db2-6ffba1bf81c8","Audi","A6","€ 10.950,-","395.473 km","Automatisch","04/2013","Diesel","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","12/2022"
"1654879772-438","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Volvo XC90 R Design4x4, Adaptieve Cruise Control, Navigatiesysteem, Keyless Entry, 360° camera, Isofix, Parkeerhulp automatisch, Elektrische stoelverstelling","https://www.autoscout24.nl/aanbod/volvo-xc90-r-design-benzine-wit-a5161c55-7943-4a93-a8a9-518e791ee2d8","Volvo","XC90","€ 50.000,-","51.000 km","Automatisch","10/2019","Benzine","232 kW (315 PK)","Particulier","Gebruikt","5","7","4x4","02/2023"
"1654878963-364","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Volvo V40 2.0 T5 Inscription 300PK automaat navi klima/aircoLED verlichting, Parkeerhulp met camera, Adaptieve Cruise Control, Regensensor, Parkeerhulp automatisch, Spoiler, Stoelverwarming, Lane Departure Warning Systeem","https://www.autoscout24.nl/aanbod/volvo-v40-2-0-t5-inscription-300pk-automaat-navi-klima-airco-benzine-grijs-cdc29783-fddb-46ce-b977-bf4bd46f0ce4","Volvo","V40","€ 22.999,-","98.944 km","Automatisch","05/2016","Benzine","221 kW (300 PK)","Autobedrijf","Gebruikt","5","5","Voor","null"
"1654877967-273","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Audi A7 Sportback 4.0 TFSI 561PK RS 7 QUATTRO PRO LINE PLUClimate Control, Sportstoelen, 360° camera, Lendensteun, Sportonderstel, Stoelverwarming, Parkeerhulp met camera, Lederen stuurwiel","https://www.autoscout24.nl/aanbod/audi-a7-sportback-4-0-tfsi-561pk-rs-7-quattro-pro-line-plu-benzine-zwart-775d4cf7-2d71-4636-9cdb-430077bd1b7c","Audi","A7","€ 56.900,-","110.792 km","Automatisch","09/2013","Benzine","413 kW (562 PK)","Autobedrijf","Gebruikt","5","4","4x4","null"
"1654879430-407","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Audi RS4 CabrioSportstoelen, Sportonderstel, Electronic Stability Program, USB, Radio, 4x4, Apple CarPlay, Regensensor","https://www.autoscout24.nl/aanbod/audi-rs4-cabrio-benzine-wit-4f6bad96-82e7-456e-b588-d01d703a2928","Audi","RS4","€ 45.000,-","150.000 km","Handgeschakeld","06/2007","Benzine","309 kW (420 PK)","Particulier","Gebruikt","2","4","4x4","06/2023"
"1654878756-345","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Volvo XC60 2.0 T5 FWD 184kW/250pk Aut8 R-Design LUCHTVERING +Elektrische achterklep, Luchtvering, LED verlichting, Parkeerhulp met camera, Bochtverlichting, Sportonderstel, Parkeerhulp automatisch, Panorama dak","https://www.autoscout24.nl/aanbod/volvo-xc60-2-0-t5-fwd-184kw-250pk-aut8-r-design-luchtvering-benzine-wit-60127626-f8cb-470b-8d52-7ff7bc0fd54f","Volvo","XC60","€ 48.523,-1","94.872 km","Automatisch","04/2018","Benzine","184 kW (250 PK)","Autobedrijf","Gebruikt","5","5","Voor","02/2024"
"1654881767-620","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Audi RS6 Unieke Audi RS6 4.0 Avant Quattro pro line plus","https://www.autoscout24.nl/aanbod/audi-rs6-unieke-audi-rs6-4-0-avant-quattro-pro-line-plus-benzine-zwart-46cc7128-abc7-46cd-bb1a-5898c01c138e","Audi","RS6","€ 73.950,-","68.500 km","Automatisch","10/2015","Benzine","412 kW (560 PK)","Particulier","Gebruikt","4","5","4x4","null"
"1654881323-579","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Mitsubishi Outlander 2.0 PHEV Executive Edition / ALL-IN PRIJS / CAMERA","https://www.autoscout24.nl/aanbod/mitsubishi-outlander-2-0-phev-executive-edition-all-in-prijs-camera-elektro-benzine-bruin-68239cb9-5f28-4760-b74d-5df1c7778286","Mitsubishi","Outlander","€ 21.999,-","167.412 km","Automatisch","12/2015","Elektro/Benzine","-","Autobedrijf","Gebruikt","5","5","4x4","12/2023"
"1654880705-524","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Mercedes-Benz GLC 43 AMG Coupé Aut. [ Schuifdak Leder Navi Burmester ]Parkeerhulp met camera, Open dak, Sportstoelen, Airbag passagier, Parkeerhulp voor, Regensensor, Bochtverlichting, Xenon verlichting","https://www.autoscout24.nl/aanbod/mercedes-benz-glc-43-amg-coupe-aut-schuifdak-leder-navi-burmester-benzine-grijs-52432ef7-2279-43eb-be52-c11a8e992c3b","Mercedes-Benz","GLC 43 AMG","€ 56.945,-","65.774 km","Automatisch","12/2017","Benzine","270 kW (367 PK)","Autobedrijf","Gebruikt","5","5","null","12/2023"
"1654878092-284","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Audi SQ8 4.0 TDI 435Pk quattro, B&O, Leer-pakket, Massage,","https://www.autoscout24.nl/aanbod/audi-sq8-4-0-tdi-435pk-quattro-b-o-leer-pakket-massage-diesel-zwart-897cd487-01e0-4780-a5e3-7c1d8278413a","Audi","SQ8","€ 159.950,-1","42.955 km","Automatisch","09/2020","Diesel","320 kW (435 PK)","Autobedrijf","Gebruikt","5","5","4x4","09/2023"
"1654880757-529","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Volkswagen Golf GTE 1.4 eHybrid Camera | IQ Light | Apple Carplay | St","https://www.autoscout24.nl/aanbod/volkswagen-golf-gte-1-4-ehybrid-camera-iq-light-apple-carplay-st-elektro-benzine-grijs-09e2467c-39d8-41c9-8824-a7bd99f5b74b","Volkswagen","Golf GTE","€ 40.950,-","31.112 km","Automatisch","01/2021","Elektro/Benzine","-","Autobedrijf","Gebruikt","5","5","Voor","01/2025"
"1654878164-291","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","BMW M3 3-serie Coupé E36 3.2 Race auto *circuit klaar*Getinte ramen, Centrale vergrendeling, ABS, Lichtmetalen velgen","https://www.autoscout24.nl/aanbod/bmw-m3-3-serie-coupe-e36-3-2-race-auto-circuit-klaar-benzine-a636c0b0-36ac-44a3-9b02-6d734023156b","BMW","M3","€ 27.500,-","234.000 km","Handgeschakeld","01/1996","Benzine","236 kW (321 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654880877-538","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","Volkswagen Polo 1.4-16V Airconditioning Trekhaak Goed onderhoudenAirconditioning, Startonderbreker, Climate Control, Cruise Control, Elektrische ramen, Centrale vergrendeling, Boordcomputer, ABS","https://www.autoscout24.nl/aanbod/volkswagen-polo-1-4-16v-airconditioning-trekhaak-goed-onderhouden-benzine-blauw-21794f08-ae71-4c4b-9ce6-530a58663d7f","Volkswagen","Polo","€ 2.750,-","203.112 km","Handgeschakeld","01/2004","Benzine","55 kW (75 PK)","Autobedrijf","Gebruikt","5","5","Voor","09/2022"
"1654880176-476","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Audi SQ8 4.0TDI quattro *B&O*Soft-Close*Luchtvering*","https://www.autoscout24.nl/aanbod/audi-sq8-4-0tdi-quattro-b-o-soft-close-luchtvering-diesel-grijs-ee687af6-4fce-444e-84eb-ac2ff93cbddd","Audi","SQ8","€ 124.950,-1","97.693 km","Automatisch","09/2019","Diesel","321 kW (436 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654880559-511","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Porsche 992 992 3.0 Carrera S |SP. CHRONO|PDK|STOELV|BOSE","https://www.autoscout24.nl/aanbod/porsche-992-992-3-0-carrera-s-sp-chrono-pdk-stoelv-bose-benzine-zwart-26ab9317-b95a-41b0-ba29-20f9f837f902","Porsche","992","€ 182.900,-1","10.157 km","Automatisch","04/2021","Benzine","331 kW (450 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654879513-415","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Mercedes-Benz E 53 AMG 4-MATIC *Pano*Rode gordel*TrackPack*Trekhaak*","https://www.autoscout24.nl/aanbod/mercedes-benz-e-53-amg-4-matic-pano-rode-gordel-trackpack-trekhaak-benzine-grijs-2ec1a639-872f-451a-973d-846b6edf52f4","Mercedes-Benz","E 53 AMG","€ 99.950,-1","42.901 km","Automatisch","10/2020","Benzine","321 kW (436 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654880435-499","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Mercedes-Benz E 63 AMG 4Matic+ 572pk / Opendak / Leder / Luchtvering / LELED verlichting, Sportstoelen, Elektrische achterklep, Airbag bestuurder, Parkeerhulp achter, Spoiler, Apple CarPlay, Airbag passagier","https://www.autoscout24.nl/aanbod/mercedes-benz-e-63-amg-4matic-572pk-opendak-leder-luchtvering-le-benzine-grijs-651698d2-745f-44a4-a29f-fac1b3bf67c4","Mercedes-Benz","E 63 AMG","€ 75.900,-","65.346 km","Automatisch","03/2018","Benzine","421 kW (572 PK)","Autobedrijf","Gebruikt","4","5","4x4","Nieuw"
"1654877698-248","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Audi A3 1.6i Attraction Clima Cruise Nwe APKOok tijdens COVID-19 is Massehuis online! Bel/mail ons!","https://www.autoscout24.nl/aanbod/audi-a3-1-6i-attraction-clima-cruise-nwe-apk-benzine-zwart-78ceb631-4e03-4312-ac81-2de3215275fa","Audi","A3","€ 3.450,-","216.826 km","Handgeschakeld","01/2004","Benzine","75 kW (102 PK)","Autobedrijf","Gebruikt","3","5","Voor","Nieuw"
"1654878403-313","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Mercedes-Benz E 43 AMG 4Matic 295kW/402pk Aut9 Prestige Plus BURMESTER +","https://www.autoscout24.nl/aanbod/mercedes-benz-e-43-amg-4matic-295kw-402pk-aut9-prestige-plus-burmester-benzine-grijs-9187494e-45ab-470e-a603-64fe9de307d1","Mercedes-Benz","E 43 AMG","€ 59.988,-","47.061 km","Automatisch","07/2017","Benzine","296 kW (402 PK)","Autobedrijf","Gebruikt","4","5","4x4","Nieuw"
"1654878216-296","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Audi R8 5.2 FSI quattro | Keramisch | Full carbon | Laser","https://www.autoscout24.nl/aanbod/audi-r8-5-2-fsi-quattro-keramisch-full-carbon-laser-benzine-blauw-421da8bd-2efa-4d11-92c0-637181b8292f","Audi","R8","null","74.621 km","Automatisch","05/2013","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","2","2","4x4","Nieuw"
"1654881240-572","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Porsche 991 4.0 GT3 l NL l Handgeschakeld l Red Devil l Rolkoo","https://www.autoscout24.nl/aanbod/porsche-991-4-0-gt3-l-nl-l-handgeschakeld-l-red-devil-l-rolkoo-benzine-rood-85332e44-d969-42c6-a494-2b1b77005305","Porsche","991","€ 199.995,-","8.807 km","Handgeschakeld","02/2018","Benzine","368 kW (500 PK)","Autobedrijf","Gebruikt","2","2","Achter","02/2024"
"1654881891-632","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz SL 63 AMG Performance Package Distronic+ Carbon Package Harm","https://www.autoscout24.nl/aanbod/mercedes-benz-sl-63-amg-performance-package-distronic-carbon-package-harm-benzine-zwart-9c43b571-bd9e-4761-ab0e-ef1b91444446","Mercedes-Benz","SL 63 AMG","€ 65.900,-","80.603 km","Automatisch","04/2008","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","2","2","Achter","12/2022"
"1654880032-462","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Mercedes-Benz GLA 45 AMG 4Matic | Panoramadak | Navi | Leder | Camera | HarPanorama dak, Sportonderstel, Parkeerhulp met camera, Getinte ramen, Elektrische achterklep, Adaptieve Cruise Control, Airbag passagier, Centrale vergrendeling","https://www.autoscout24.nl/aanbod/mercedes-benz-gla-45-amg-4matic-panoramadak-navi-leder-camera-har-benzine-zwart-72a9597c-9942-4d4c-8ecb-0db9645a2fc5","Mercedes-Benz","GLA 45 AMG","€ 32.900,-","125.574 km","Automatisch","08/2015","Benzine","266 kW (362 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654879907-451","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","BMW i3 Range Extender Comfort Advance Panoramadak NavigatNavigatiesysteem, Parkeerhulp met camera, LED verlichting, Bandenspanningscontrolesysteem, Centrale deurvergrendeling met afstandsbediening, Open dak, Stoelverwarming, Elektrische ramen","https://www.autoscout24.nl/aanbod/bmw-i3-range-extender-comfort-advance-panoramadak-navigat-elektro-benzine-grijs-0389e322-60c6-4fd3-b533-00dbd6e826a3","BMW","i3","€ 16.995,-","134.991 km","Automatisch","11/2014","Elektro/Benzine","125 kW (170 PK)","Autobedrijf","Gebruikt","5","4","Achter","08/2022"
"1654877936-270","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz SL 500 Alle auto's voorzien van APK!","https://www.autoscout24.nl/aanbod/mercedes-benz-sl-500-benzine-blauw-461f9648-7362-40c3-b225-c498537b2f46","Mercedes-Benz","SL 500","€ 19.750,-","193.185 km","Automatisch","04/2002","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","2","2","Achter","03/2023"
"1654880114-470","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Polestar 2 78kWh Longe Range Dual Motor | 62.700 Incl. BTW |Mudde & Kok — Dé Volvo-specialist van Nederland","https://www.autoscout24.nl/aanbod/polestar-2-78kwh-longe-range-dual-motor-62-700-incl-btw-elektrisch-wit-1b2ad8b4-9e01-4cb7-b296-4b9e590a41cc","Polestar","2","€ 51.818,-1","6.411 km","Automatisch","12/2020","Elektrisch","300 kW (408 PK)","Autobedrijf","Gebruikt","5","5","4x4","12/2024"
"1654881746-618","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Audi RS3 Limousine 2.5 TFSI RS 3 quattro | Pano | B&O | ACCPanorama dak, Head-up display, Getinte ramen, 4x4, Sportstoelen, Navigatiesysteem, Parkeerhulp automatisch, Verkeersbordherkenning","https://www.autoscout24.nl/aanbod/audi-rs3-limousine-2-5-tfsi-rs-3-quattro-pano-b-o-acc-benzine-zwart-bba66696-e23a-4793-b4bd-a61eeea741c2","Audi","RS3","€ 99.950,-","6.918 km","Automatisch","12/2021","Benzine","294 kW (400 PK)","Autobedrijf","Gebruikt","4","5","4x4","12/2025"
"1654881839-627","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz GLS 580 4MATIC AMG 5+2 Burmester High End, TV/Entertainmen","https://www.autoscout24.nl/aanbod/mercedes-benz-gls-580-4matic-amg-5-2-burmester-high-end-tv-entertainmen-benzine-zwart-082d1309-17ad-4451-9e4c-eed3e53b7797","Mercedes-Benz","GLS 580","€ 189.950,-1","5.705 km","Automatisch","01/2021","Benzine","360 kW (489 PK)","Autobedrijf","Gebruikt","5","7","4x4","Nieuw"
"1654881860-629","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Ferrari California 4.3 V8 Daytona stoelen - orig NL geleverde auto","https://www.autoscout24.nl/aanbod/ferrari-california-4-3-v8-daytona-stoelen-orig-nl-geleverde-auto-benzine-wit-1cd2ff09-3610-427d-957e-f08bc84090d1","Ferrari","California","€ 99.500,-","75.995 km","Automatisch","07/2010","Benzine","338 kW (460 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654881074-557","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","Mercedes-Benz GLE 53 AMG 4-MATIC *Pano*Massage*Track Pace*","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-53-amg-4-matic-pano-massage-track-pace-benzine-grijs-4d9a380a-4267-4a9d-a636-bce1716c7d77","Mercedes-Benz","GLE 53 AMG","€ 129.950,-","18.801 km","Automatisch","07/2020","Benzine","321 kW (436 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654880919-542","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","Renault Megane Coupé 2.0 T 265 RS / CUP / RECARO / SPERRDIFF / SPSportonderstel, Lichtmetalen velgen, Climate Control, LED dagrijverlichting, Alarm, Sportstoelen, Centrale vergrendeling, Airconditioning","https://www.autoscout24.nl/aanbod/renault-megane-coupe-2-0-t-265-rs-cup-recaro-sperrdiff-sp-benzine-wit-ac8118dd-4ea5-4fa4-97ac-d95948498d0d","Renault","Megane","null","150.600 km","Handgeschakeld","03/2013","Benzine","196 kW (266 PK)","Autobedrijf","Gebruikt","3","5","Voor","Nieuw"
"1654880539-509","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Mercedes-Benz GLE 350 350d 4MATIC Aut. [ Schuifdak Luchtvering TrekhaakSportstoelen, Bochtverlichting, Stoelverwarming, Climate Control, Stuurbekrachtiging, Traction Control, Bluetooth, CD","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-350-350d-4matic-aut-schuifdak-luchtvering-trekhaak-diesel-zwart-8a0280e7-7446-482b-8ba4-a29ef42db0a1","Mercedes-Benz","GLE 350","€ 36.845,-","143.571 km","Automatisch","04/2016","Diesel","190 kW (258 PK)","Autobedrijf","Gebruikt","5","5","null","01/2023"
"1654878424-315","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Mercedes-Benz AMG GT 4.0 S | NL Auto | Burmester | Leder Exclusief | Pa","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-s-nl-auto-burmester-leder-exclusief-pa-benzine-grijs-38de6d1f-d33d-4940-a094-c4ce0847c1e3","Mercedes-Benz","AMG GT","€ 99.850,-","39.610 km","Automatisch","05/2015","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","3","2","Achter","Nieuw"
